sample_index,predicted_emotion,true_emotion,predicted_id,true_id,correct
1802,angry,angry,0,0,True
1803,sad,sad,6,6,True
1804,sad,sad,6,6,True
1805,neutral,neutral,5,5,True
1806,neutral,neutral,5,5,True
1807,disgust,disgust,2,2,True
1808,sad,sad,6,6,True
1809,happy,happy,4,4,True
1810,disgust,disgust,2,2,True
1811,happy,happy,4,4,True
1812,neutral,neutral,5,5,True
1813,happy,happy,4,4,True
1814,fearful,fearful,3,3,True
1815,fearful,fearful,3,3,True
1816,neutral,disgust,5,2,False
1817,happy,happy,4,4,True
1818,fearful,fearful,3,3,True
1819,fearful,sad,3,6,False
1820,disgust,disgust,2,2,True
1821,angry,happy,0,4,False
1822,angry,angry,0,0,True
1823,disgust,disgust,2,2,True
1824,happy,happy,4,4,True
1825,surprised,surprised,7,7,True
1826,sad,sad,6,6,True
1827,happy,sad,4,6,False
1828,angry,angry,0,0,True
1829,sad,sad,6,6,True
1830,fearful,fearful,3,3,True
1831,sad,sad,6,6,True
1832,disgust,sad,2,6,False
1833,calm,calm,1,1,True
1834,disgust,disgust,2,2,True
1835,neutral,neutral,5,5,True
1836,fearful,fearful,3,3,True
1837,happy,happy,4,4,True
1838,angry,angry,0,0,True
1839,disgust,disgust,2,2,True
1840,neutral,neutral,5,5,True
1841,calm,fearful,1,3,False
1842,angry,angry,0,0,True
1843,sad,sad,6,6,True
1844,surprised,surprised,7,7,True
1845,sad,sad,6,6,True
1846,angry,angry,0,0,True
1847,calm,calm,1,1,True
1848,sad,sad,6,6,True
1849,fearful,disgust,3,2,False
1850,disgust,disgust,2,2,True
1851,disgust,sad,2,6,False
1852,neutral,neutral,5,5,True
1853,surprised,surprised,7,7,True
1854,happy,happy,4,4,True
1855,fearful,fearful,3,3,True
1856,sad,sad,6,6,True
1857,neutral,neutral,5,5,True
1858,happy,happy,4,4,True
1859,disgust,disgust,2,2,True
1860,neutral,neutral,5,5,True
1861,fearful,fearful,3,3,True
1862,fearful,fearful,3,3,True
1863,disgust,sad,2,6,False
1864,angry,angry,0,0,True
1865,sad,fearful,6,3,False
1866,happy,fearful,4,3,False
1867,angry,disgust,0,2,False
1868,fearful,fearful,3,3,True
1869,neutral,neutral,5,5,True
1870,disgust,disgust,2,2,True
1871,neutral,neutral,5,5,True
1872,sad,sad,6,6,True
1873,neutral,neutral,5,5,True
1874,fearful,fearful,3,3,True
1875,sad,sad,6,6,True
1876,fearful,fearful,3,3,True
1877,sad,sad,6,6,True
1878,sad,sad,6,6,True
1879,disgust,disgust,2,2,True
1880,disgust,sad,2,6,False
1881,angry,angry,0,0,True
1882,sad,sad,6,6,True
1883,surprised,surprised,7,7,True
1884,happy,happy,4,4,True
1885,neutral,neutral,5,5,True
1886,neutral,neutral,5,5,True
1887,happy,happy,4,4,True
1888,sad,sad,6,6,True
1889,angry,happy,0,4,False
1890,disgust,fearful,2,3,False
1891,surprised,surprised,7,7,True
1892,disgust,fearful,2,3,False
1893,disgust,disgust,2,2,True
1894,sad,sad,6,6,True
1895,fearful,fearful,3,3,True
1896,fearful,fearful,3,3,True
1897,neutral,neutral,5,5,True
1898,surprised,surprised,7,7,True
1899,happy,happy,4,4,True
1900,angry,disgust,0,2,False
1901,angry,angry,0,0,True
1902,sad,neutral,6,5,False
1903,disgust,disgust,2,2,True
1904,fearful,happy,3,4,False
1905,angry,angry,0,0,True
1906,happy,happy,4,4,True
1907,angry,angry,0,0,True
1908,happy,happy,4,4,True
1909,calm,sad,1,6,False
1910,happy,happy,4,4,True
1911,angry,angry,0,0,True
1912,sad,neutral,6,5,False
1913,happy,happy,4,4,True
1914,happy,happy,4,4,True
1915,angry,angry,0,0,True
1916,calm,calm,1,1,True
1917,disgust,disgust,2,2,True
1918,neutral,neutral,5,5,True
1919,happy,happy,4,4,True
1920,surprised,surprised,7,7,True
1921,disgust,disgust,2,2,True
1922,disgust,disgust,2,2,True
1923,happy,happy,4,4,True
1924,surprised,surprised,7,7,True
1925,disgust,disgust,2,2,True
1926,happy,happy,4,4,True
1927,sad,sad,6,6,True
1928,neutral,neutral,5,5,True
1929,disgust,disgust,2,2,True
1930,angry,angry,0,0,True
1931,sad,sad,6,6,True
1932,neutral,happy,5,4,False
1933,sad,sad,6,6,True
1934,disgust,disgust,2,2,True
1935,disgust,sad,2,6,False
1936,fearful,fearful,3,3,True
1937,angry,happy,0,4,False
1938,fearful,fearful,3,3,True
1939,happy,happy,4,4,True
1940,surprised,surprised,7,7,True
1941,disgust,disgust,2,2,True
1942,disgust,sad,2,6,False
1943,fearful,fearful,3,3,True
1944,sad,happy,6,4,False
1945,angry,angry,0,0,True
1946,neutral,neutral,5,5,True
1947,happy,sad,4,6,False
1948,sad,sad,6,6,True
1949,surprised,surprised,7,7,True
1950,angry,angry,0,0,True
1951,disgust,sad,2,6,False
1952,neutral,neutral,5,5,True
1953,neutral,neutral,5,5,True
1954,happy,sad,4,6,False
1955,angry,angry,0,0,True
1956,sad,neutral,6,5,False
1957,neutral,neutral,5,5,True
1958,neutral,calm,5,1,False
1959,neutral,neutral,5,5,True
1960,neutral,neutral,5,5,True
1961,disgust,disgust,2,2,True
1962,angry,angry,0,0,True
1963,happy,happy,4,4,True
1964,happy,happy,4,4,True
1965,disgust,sad,2,6,False
1966,sad,neutral,6,5,False
1967,sad,neutral,6,5,False
1968,fearful,disgust,3,2,False
1969,angry,angry,0,0,True
1970,angry,angry,0,0,True
1971,sad,sad,6,6,True
1972,sad,neutral,6,5,False
1973,fearful,sad,3,6,False
1974,disgust,disgust,2,2,True
1975,neutral,neutral,5,5,True
1976,sad,sad,6,6,True
1977,disgust,disgust,2,2,True
1978,angry,angry,0,0,True
1979,happy,happy,4,4,True
1980,fearful,fearful,3,3,True
1981,angry,angry,0,0,True
1982,surprised,surprised,7,7,True
1983,happy,happy,4,4,True
1984,disgust,disgust,2,2,True
1985,fearful,fearful,3,3,True
1986,neutral,happy,5,4,False
1987,calm,calm,1,1,True
1988,surprised,surprised,7,7,True
1989,neutral,neutral,5,5,True
1990,happy,fearful,4,3,False
1991,angry,happy,0,4,False
1992,neutral,neutral,5,5,True
1993,neutral,neutral,5,5,True
1994,disgust,happy,2,4,False
1995,fearful,fearful,3,3,True
1996,happy,happy,4,4,True
1997,angry,angry,0,0,True
1998,angry,happy,0,4,False
